AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_AREA_BASICA;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;AN_INICIO_PROGRAMA;AN_INICIO_CURSO;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2018;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;41020014;15121;UFFS;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;LARANJEIRAS DO SUL;ACADÊMICO;41020014010P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;SCIENCE AND FOOD TECHNOLOGY;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;04JUL2016:00:00:00;139441;75147
2018;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;27001016;NI;FUFSE;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;NÃO;NA;FEDERAL;PÚBLICO;NÃO INFORMADO;NORDESTE;SE;SÃO CRISTÓVÃO;ACADÊMICO;27001016028P8;BIOLOGIA PARASITARIA;PARASITE BIOLOGY;MESTRADO;3;2010;2010;EM FUNCIONAMENTO;17JUL2013:00:00:00;138951;74768
2018;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;32014015;367;UNIMONTES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;MONTES CLAROS;ACADÊMICO;32014015007P6;LETRAS-ESTUDOS LITERÁRIOS;LETTERS - LITERARY STUDIES;MESTRADO;4;2009;2009;EM FUNCIONAMENTO;18DEC2013:00:00:00;138893;74710
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31030017;165;UVA;UNIVERSIDADE VEIGA DE ALMEIDA;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31030017005P9;PSICANÁLISE, SAÚDE E SOCIEDADE;PSYCHOANALYSIS, HEALTH AND SOCIETY;DOUTORADO;4;2013;2013;EM FUNCIONAMENTO;15APR2013:00:00:00;139133;74876
2018;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;20001010;548;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;MA;SÃO LUÍS;ACADÊMICO;20001010032P6;LETRAS;ARTS AND LAN LANGUAGE POST-GRADUATION COURSE;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;08JAN2015:00:00:00;138730;74528
2018;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;LAVRAS;ACADÊMICO;32004010040P5;NUTRIÇÃO E SAÚDE;NUTRITION AND HEALTH;MESTRADO;3;2017;2017;EM FUNCIONAMENTO;07AUG2017:00:00:00;139399;75107
2018;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;40004015;57;UEM;UNIVERSIDADE ESTADUAL DE MARINGÁ;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUL;PR;MARINGÁ;ACADÊMICO;40004015025P5;HISTÓRIA;GRADUATE PROGRAM IN HISTORY;MESTRADO/DOUTORADO;4;2004;2004/2015;EM FUNCIONAMENTO;03APR2012:00:00:00;136679;72615
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;42014018;1041;UNIVATES;FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUL;RS;LAJEADO;ACADÊMICO;42014018001P6;AMBIENTE E DESENVOLVIMENTO;POSTGRADUATE PROGRAM IN ENVIRONMENT AND DEVELOPMENT;MESTRADO/DOUTORADO;5;2006;2006/2012;EM FUNCIONAMENTO;20SEP2012:00:00:00;136906;72902
2018;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;28002016;666;UEFS;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;FEIRA DE SANTANA;ACADÊMICO;28002016006P3;BIOTECNOLOGIA;GRADUATE PROGRAM IN BIOTECHNOLOGY;MESTRADO/DOUTORADO;5;2005;2005/2005;EM FUNCIONAMENTO;07AUG2010:00:00:00;136532;72548
2018;ENGENHARIAS;ENGENHARIA CIVIL;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;31033016;1027;UENF;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;CAMPOS DOS GOYTACAZES;ACADÊMICO;31033016012P4;ENGENHARIA CIVIL;CIVIL ENGINEERING;MESTRADO/DOUTORADO;3;2003;2003/2010;EM FUNCIONAMENTO;27AUG2010:00:00:00;140656;76004
2018;CIÊNCIAS BIOLÓGICAS;BIOQUÍMICA;BIOLOGIA MOLECULAR;BIOLOGIA MOLECULAR;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;22005013;746;URCA;UNIVERSIDADE REGIONAL DO CARIRI;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;CE;CRATO;ACADÊMICO;22005013004P3;QUÍMICA BIOLÓGICA;BIOLOGICAL CHEMISTRY;MESTRADO/DOUTORADO;4;2017;2017/2017;EM FUNCIONAMENTO;14AUG2017:00:00:00;136294;72316
2018;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;PROFISSIONAL;31001017154P5;CIÊNCIA E TECNOLOGIA FARMACÊUTICA;SCIENCE AND PHARMACEUTICAL TECHNOLOGY;MESTRADO PROFISSIONAL;3;2013;2013;EM FUNCIONAMENTO;13JUN2013:00:00:00;136017;72043
2018;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;28006011;688;UESB;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;ITAPETINGA;ACADÊMICO;28006011004P6;ENGENHARIA E CIÊNCIA DE ALIMENTOS;ENGINEERING AND FOOD SCIENCE;MESTRADO/DOUTORADO;4;2006;2006/2015;EM FUNCIONAMENTO;11MAR2014:00:00:00;136060;72105
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MEIO AMBIENTE E AGRÁRIAS;NÃO SE APLICA;45;INTERDISCIPLINAR;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013070P7;AGRONEGÓCIOS;AGRIBUSINESS;MESTRADO/DOUTORADO;5;1999;1999/2001;EM FUNCIONAMENTO;25JAN2011:00:00:00;135720;71777
2018;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;42007011;14;UNISINOS;UNIVERSIDADE DO VALE DO RIO DOS SINOS;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUL;RS;SÃO LEOPOLDO;ACADÊMICO;42007011012P5;SAÚDE COLETIVA;POST-GRADUATION PROGRAM IN COLLECTIVE HEALTH;MESTRADO/DOUTORADO;5;2002;2002/2013;EM FUNCIONAMENTO;17JUL2013:00:00:00;136255;72300
2018;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;33002037;NI;USP/ESALQ;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;PIRACICABA;ACADÊMICO;33002037021P8;RECURSOS FLORESTAIS;FOREST RESOURCES;MESTRADO/DOUTORADO;6;2000;2000/2000;EM FUNCIONAMENTO;07AUG2012:00:00:00;135717;71774
2018;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO PROCESSUAL CIVIL;DIREITO PÚBLICO;DIREITO PROCESSUAL CIVIL;26;DIREITO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;ACADÊMICO;30001013027P0;DIREITO PROCESSUAL;GRADUATE PROGRAM IN LAW;MESTRADO;3;2006;2006;EM FUNCIONAMENTO;20SEP2013:00:00:00;135984;71988
2018;CIÊNCIAS SOCIAIS APLICADAS;PLANEJAMENTO URBANO E REGIONAL;PLANEJAMENTO URBANO E REGIONAL;NÃO SE APLICA;NÃO SE APLICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA;40043010;15001;UNILA;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;FOZ DO IGUAÇU;ACADÊMICO;40043010004P9;POLÍTICAS PÚBLICAS E DESENVOLVIMENTO;PUBLIC POLICIES AND DEVELOPMENT;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;26JAN2016:00:00:00;136024;72050
2018;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;33001014;7;UFSCAR;UNIVERSIDADE FEDERAL DE SÃO CARLOS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SOROCABA;ACADÊMICO;33001014035P1;ECONOMIA;ECONOMICS;MESTRADO;4;2010;2010;EM FUNCIONAMENTO;07MAY2010:00:00:00;136025;72051
2018;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;SALVADOR;PROFISSIONAL;28001010051P6;SAÚDE COLETIVA;PUBLIC HEALTH PROFESSIONAL MASTER;MESTRADO PROFISSIONAL;5;2001;2001;EM FUNCIONAMENTO;22AUG2013:00:00:00;135399;71458
2018;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITOS ESPECIAIS;DIREITOS ESPECIAIS;NÃO SE APLICA;26;DIREITO;41016017;3181;UNOCHAPECÓ;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;NÃO;NA;PARTICULAR;PRIVADO;FACULDADE;SUL;SC;CHAPECÓ;ACADÊMICO;41016017006P8;DIREITO;POSTGRADUATE LAW PROGRAM;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;08MAY2015:00:00:00;136244;72289
2018;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SANTOS;ACADÊMICO;33009015088P9;ALIMENTOS, NUTRIÇÃO E SAÚDE;FOOD, NUTRITION AND HEALTH POST-GRADUATE PROGRAM;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;18FEB2014:00:00:00;136029;72054
2018;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;32008015;338;PUC/MG;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;PROFISSIONAL;32008015014P6;ODONTOLOGIA;GRADUATE PROGRAM IN DENTISTRY;MESTRADO PROFISSIONAL;5;1999;1999;EM FUNCIONAMENTO;21JAN2014:00:00:00;136206;72251
2018;CIÊNCIAS HUMANAS;PSICOLOGIA;TRATAMENTO E PREVENÇÃO PSICOLÓGICA;TRATAMENTO E PREVENÇÃO PSICOLÓGICA;NÃO SE APLICA;37;PSICOLOGIA;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31004016027P2;PSICANÁLISE;POST-GRADUATION IN PSYCHOANALYSIS;MESTRADO/DOUTORADO;4;1998;1998/2007;EM FUNCIONAMENTO;10OCT2012:00:00:00;138164;74016
2018;CIÊNCIAS BIOLÓGICAS;BOTÂNICA;BOTÂNICA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;33120013;NI;IBT;INSTITUTO DE BOTANICA;NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33120013001P4;BIODIVERSIDADE VEGETAL E MEIO AMBIENTE;PLANT BIODIVERSITY AND ENVIRONMENT;MESTRADO/DOUTORADO;5;2002;2002/2002;EM FUNCIONAMENTO;01JUN2010:00:00:00;138500;74293
2018;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33002010108P5;LETRAS ESTRANGEIRAS E TRADUÇÃO;LINGUISTICS, LITERATURE AND TRANSLATION STUDIES IN FRENCH;MESTRADO/DOUTORADO;5;1971;1971/1971;EM FUNCIONAMENTO;09APR2013:00:00:00;138655;74453
2018;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;33092010;316;UNINOVE;UNIVERSIDADE NOVE DE JULHO;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;PROFISSIONAL;33092010009P7;GESTÃO AMBIENTAL E SUSTENTABILIDADE;MASTER OF BUSINESS ADMINISTRATION - ENVIRONMENTAL MANAGEMENT AND SUSTAINABILITY;MESTRADO PROFISSIONAL;4;2012;2012;EM FUNCIONAMENTO;22JAN2013:00:00:00;137486;73379
2018;CIÊNCIAS DA SAÚDE;MEDICINA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;CLÍNICA MÉDICA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;16;MEDICINA II;32018010;107;UFSJ;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;DIVINÓPOLIS;ACADÊMICO;32018010008P8;CIÊNCIAS DA SAÚDE;HEALTH SCIENCES;MESTRADO/DOUTORADO;4;2010;2010/2015;EM FUNCIONAMENTO;03MAY2010:00:00:00;138176;73977
2018;CIÊNCIAS HUMANAS;ANTROPOLOGIA;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013034P0;ANTROPOLOGIA SOCIAL;SOCIAL ANTHROPOLOGY PROGRAM;MESTRADO/DOUTORADO;6;1979;1979/1991;EM FUNCIONAMENTO;24JUN2013:00:00:00;138654;74452
2018;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;PATO BRANCO;ACADÊMICO;40006018036P0;LETRAS;LETRAS;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;25MAR2015:00:00:00;138001;73815
2018;ENGENHARIAS;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;26001012;577;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;AL;MACEIÓ;ACADÊMICO;26001012022P7;ENGENHARIA QUÍMICA;GRADUATE PROGRAM IN CHEMICAL ENGINEERING;MESTRADO/DOUTORADO;4;2006;2006/2019;EM FUNCIONAMENTO;29NOV2013:00:00:00;139255;75011
2018;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;CURITIBA;ACADÊMICO;40001016020P4;FÍSICA;PHYSICS;MESTRADO/DOUTORADO;6;1984;1984/1994;EM FUNCIONAMENTO;16JUL2013:00:00:00;138784;74556
2018;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013059P3;ENGENHARIA DE PRODUÇÃO;GRADUATE PROGRAM OF INDUSTRIAL ENGINEERING;MESTRADO/DOUTORADO;7;1994;1994/1999;EM FUNCIONAMENTO;06MAY2013:00:00:00;138305;74117
2018;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;40004015;57;UEM;UNIVERSIDADE ESTADUAL DE MARINGÁ;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUL;PR;MARINGÁ;ACADÊMICO;40004015013P7;MATEMÁTICA;POSTGRADUATE PROGRAM IN MATHEMATICS;MESTRADO/DOUTORADO;5;1999;1999/2010;EM FUNCIONAMENTO;14JAN2013:00:00:00;139703;75283
2018;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;EDUCAÇÃO FÍSICA;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;ACADÊMICO;41001010039P3;EDUCAÇÃO FÍSICA;POSTGRADUATE PROGRAM OF PHYSICAL EDUCATION;MESTRADO/DOUTORADO;6;1996;1996/2006;EM FUNCIONAMENTO;10JUL2013:00:00:00;137632;73552
2018;CIÊNCIAS AGRÁRIAS;AGRONOMIA;FITOPATOLOGIA;FITOSSANIDADE;FITOPATOLOGIA;42;CIÊNCIAS AGRÁRIAS I;33002037;NI;USP/ESALQ;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;PIRACICABA;ACADÊMICO;33002037002P3;AGRONOMIA (FITOPATOLOGIA);PLANT PATHOLOGY;MESTRADO/DOUTORADO;7;1964;1964/1970;EM FUNCIONAMENTO;10MAR2014:00:00:00;138298;74110
2018;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013158P1;POLÍTICA SOCIAL E SERVIÇO SOCIAL;SOCIAL POLICY AND SOCIAL SERVICE;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;23FEB2016:00:00:00;138307;74119
2018;LINGÜÍSTICA, LETRAS E ARTES;ARTES;MÚSICA;MÚSICA;NÃO SE APLICA;11;ARTES;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31001017072P9;MÚSICA;GRADUATE STUDIES PROGRAM IN MUSIC;MESTRADO/DOUTORADO;4;1980;1980/2015;EM FUNCIONAMENTO;07AUG2010:00:00:00;139668;75252
2018;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;AM;MANAUS;ACADÊMICO;12001015023P4;HISTÓRIA;HISTORY;MESTRADO;4;2006;2006;EM FUNCIONAMENTO;16FEB2014:00:00:00;136789;72736
2018;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31001017070P6;LETRAS (LETRAS VERNÁCULAS);VERNACULAR LETTERS;MESTRADO/DOUTORADO;6;1970;1970/1970;EM FUNCIONAMENTO;08JAN2014:00:00:00;136703;72660
2018;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;MATEMÁTICA APLICADA;MATEMÁTICA APLICADA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013063P0;MATEMÁTICA APLICADA;GRADUATE PROGRAM IN APPLIED MATHEMATICS;MESTRADO/DOUTORADO;4;1995;1995/2000;EM FUNCIONAMENTO;11JAN2011:00:00:00;136701;72658
2018;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;33004161;NI;UNESP-SV;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO VICENTE );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;SÃO VICENTE;ACADÊMICO;33004161001P7;BIODIVERSIDADE DE AMBIENTES COSTEIROS;AQUATIC BIODIVERSITY;MESTRADO/DOUTORADO;4;2015;2015/2015;EM FUNCIONAMENTO;27NOV2014:00:00:00;137315;73217
2018;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;42009014;20;FUPF;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUL;RS;PASSO FUNDO;PROFISSIONAL;42009014012P8;ENSINO DE CIÊNCIAS E MATEMÁTICA;PROGRAM OF POSTGRADUATE EDUCATION IN SCIENCE AND MATH;MESTRADO PROFISSIONAL;4;2014;2014;EM FUNCIONAMENTO;08NOV2013:00:00:00;137161;73096
2018;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;POLÍTICA INTERNACIONAL;POLÍTICA INTERNACIONAL;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;33004110;NI;UNESP-MAR;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA );SIM;"UNICAMP;PUC/SP";ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;MARÍLIA;ACADÊMICO;33004110044P0;RELAÇÕES INTERNACIONAIS (UNESP - UNICAMP - PUC-SP);GRADUATE PROGRAM IN INTERNATIONAL RELATIONS SAN TIAGO DANTAS (UNESP, UNICAMP, PUC-SP);MESTRADO/DOUTORADO;4;2003;2003/2011;EM FUNCIONAMENTO;18JUN2013:00:00:00;137281;73174
